waveform	[0]
t0	01-01-1904  00:00:00.000000
delta t	2.500000E-5

time	Y[0]
01-01-1904  00:00:00.014275	6.133286E-1
01-01-1904  00:00:00.014300	6.107787E-1
01-01-1904  00:00:00.014325	6.235281E-1
01-01-1904  00:00:00.014350	6.069539E-1
01-01-1904  00:00:00.014375	6.248030E-1
01-01-1904  00:00:00.014400	6.107787E-1
01-01-1904  00:00:00.014425	6.171534E-1
01-01-1904  00:00:00.014450	6.082288E-1
01-01-1904  00:00:00.014475	6.171534E-1
01-01-1904  00:00:00.014500	6.133286E-1
01-01-1904  00:00:00.014525	6.197033E-1
01-01-1904  00:00:00.014550	6.133286E-1
01-01-1904  00:00:00.014575	6.107787E-1
01-01-1904  00:00:00.014600	6.107787E-1
01-01-1904  00:00:00.014625	6.158784E-1
01-01-1904  00:00:00.014650	6.133286E-1
01-01-1904  00:00:00.014675	6.209782E-1
01-01-1904  00:00:00.014700	6.146035E-1
01-01-1904  00:00:00.014725	6.158784E-1
01-01-1904  00:00:00.014750	6.056789E-1
01-01-1904  00:00:00.014775	6.184283E-1
01-01-1904  00:00:00.014800	6.120536E-1
01-01-1904  00:00:00.014825	6.184283E-1
01-01-1904  00:00:00.014850	6.146035E-1
01-01-1904  00:00:00.014875	6.107787E-1
01-01-1904  00:00:00.014900	6.146035E-1
01-01-1904  00:00:00.014925	6.107787E-1
01-01-1904  00:00:00.014950	6.146035E-1
01-01-1904  00:00:00.014975	6.184283E-1
01-01-1904  00:00:00.015000	6.158784E-1
01-01-1904  00:00:00.015025	6.095037E-1
01-01-1904  00:00:00.015050	6.146035E-1
01-01-1904  00:00:00.015075	6.133286E-1
01-01-1904  00:00:00.015100	6.273529E-1
01-01-1904  00:00:00.015125	6.095037E-1
01-01-1904  00:00:00.015150	6.222531E-1
01-01-1904  00:00:00.015175	6.095037E-1
01-01-1904  00:00:00.015200	6.171534E-1
01-01-1904  00:00:00.015225	6.120536E-1
01-01-1904  00:00:00.015250	6.171534E-1
01-01-1904  00:00:00.015275	6.197033E-1
01-01-1904  00:00:00.015300	6.107787E-1
01-01-1904  00:00:00.015325	6.146035E-1
01-01-1904  00:00:00.015350	6.095037E-1
01-01-1904  00:00:00.015375	6.197033E-1
01-01-1904  00:00:00.015400	6.133286E-1
01-01-1904  00:00:00.015425	6.197033E-1
01-01-1904  00:00:00.015450	6.158784E-1
01-01-1904  00:00:00.015475	6.056789E-1
01-01-1904  00:00:00.015500	6.146035E-1
01-01-1904  00:00:00.015525	6.120536E-1
01-01-1904  00:00:00.015550	6.184283E-1
01-01-1904  00:00:00.015575	6.120536E-1
01-01-1904  00:00:00.015600	6.171534E-1
01-01-1904  00:00:00.015625	6.146035E-1
01-01-1904  00:00:00.015650	6.209782E-1
01-01-1904  00:00:00.015675	6.082288E-1
01-01-1904  00:00:00.015700	6.222531E-1
01-01-1904  00:00:00.015725	6.146035E-1
01-01-1904  00:00:00.015750	6.197033E-1
01-01-1904  00:00:00.015775	6.133286E-1
01-01-1904  00:00:00.015800	6.184283E-1
01-01-1904  00:00:00.015825	6.133286E-1
01-01-1904  00:00:00.015850	6.197033E-1
01-01-1904  00:00:00.015875	6.197033E-1
01-01-1904  00:00:00.015900	6.107787E-1
01-01-1904  00:00:00.015925	6.171534E-1
01-01-1904  00:00:00.015950	6.095037E-1
01-01-1904  00:00:00.015975	6.171534E-1
01-01-1904  00:00:00.016000	6.133286E-1
01-01-1904  00:00:00.016025	6.209782E-1
01-01-1904  00:00:00.016050	6.133286E-1
01-01-1904  00:00:00.016075	6.133286E-1
01-01-1904  00:00:00.016100	6.056789E-1
01-01-1904  00:00:00.016125	6.171534E-1
01-01-1904  00:00:00.016150	6.146035E-1
01-01-1904  00:00:00.016175	6.158784E-1
01-01-1904  00:00:00.016200	6.158784E-1
01-01-1904  00:00:00.016225	6.107787E-1
01-01-1904  00:00:00.016250	6.133286E-1
01-01-1904  00:00:00.016275	6.146035E-1
01-01-1904  00:00:00.016300	6.209782E-1
01-01-1904  00:00:00.016325	6.107787E-1
01-01-1904  00:00:00.016350	6.197033E-1
01-01-1904  00:00:00.016375	6.082288E-1
01-01-1904  00:00:00.016400	6.158784E-1
01-01-1904  00:00:00.016425	6.120536E-1
01-01-1904  00:00:00.016450	6.184283E-1
01-01-1904  00:00:00.016475	6.209782E-1
01-01-1904  00:00:00.016500	6.082288E-1
01-01-1904  00:00:00.016525	6.184283E-1
01-01-1904  00:00:00.016550	6.082288E-1
01-01-1904  00:00:00.016575	6.197033E-1
01-01-1904  00:00:00.016600	6.120536E-1
01-01-1904  00:00:00.016625	6.209782E-1
01-01-1904  00:00:00.016650	6.146035E-1
01-01-1904  00:00:00.016675	6.209782E-1
01-01-1904  00:00:00.016700	6.031290E-1
01-01-1904  00:00:00.016725	6.235281E-1
01-01-1904  00:00:00.016750	6.107787E-1
01-01-1904  00:00:00.016775	6.235281E-1
01-01-1904  00:00:00.016800	6.120536E-1
01-01-1904  00:00:00.016825	6.171534E-1
01-01-1904  00:00:00.016850	6.158784E-1
01-01-1904  00:00:00.016875	6.082288E-1
01-01-1904  00:00:00.016900	6.184283E-1
01-01-1904  00:00:00.016925	6.158784E-1
01-01-1904  00:00:00.016950	6.209782E-1
01-01-1904  00:00:00.016975	6.082288E-1
01-01-1904  00:00:00.017000	6.146035E-1
01-01-1904  00:00:00.017025	6.133286E-1
01-01-1904  00:00:00.017050	6.248030E-1
01-01-1904  00:00:00.017075	6.069539E-1
01-01-1904  00:00:00.017100	6.248030E-1
01-01-1904  00:00:00.017125	6.056789E-1
01-01-1904  00:00:00.017150	6.171534E-1
01-01-1904  00:00:00.017175	6.120536E-1
01-01-1904  00:00:00.017200	6.184283E-1
01-01-1904  00:00:00.017225	6.158784E-1
01-01-1904  00:00:00.017250	6.248030E-1
01-01-1904  00:00:00.017275	6.031290E-1
01-01-1904  00:00:00.017300	6.197033E-1
01-01-1904  00:00:00.017325	6.095037E-1
01-01-1904  00:00:00.017350	6.197033E-1
01-01-1904  00:00:00.017375	6.158784E-1
01-01-1904  00:00:00.017400	6.197033E-1
01-01-1904  00:00:00.017425	6.133286E-1
01-01-1904  00:00:00.017450	6.095037E-1
01-01-1904  00:00:00.017475	6.107787E-1
01-01-1904  00:00:00.017500	6.158784E-1
01-01-1904  00:00:00.017525	6.197033E-1
01-01-1904  00:00:00.017550	6.133286E-1
01-01-1904  00:00:00.017575	6.171534E-1
01-01-1904  00:00:00.017600	6.107787E-1
01-01-1904  00:00:00.017625	6.107787E-1
01-01-1904  00:00:00.017650	6.107787E-1
01-01-1904  00:00:00.017675	6.158784E-1
01-01-1904  00:00:00.017700	6.184283E-1
01-01-1904  00:00:00.017725	6.146035E-1
01-01-1904  00:00:00.017750	6.146035E-1
01-01-1904  00:00:00.017775	6.107787E-1
01-01-1904  00:00:00.017800	6.248030E-1
01-01-1904  00:00:00.017825	6.056789E-1
01-01-1904  00:00:00.017850	6.248030E-1
01-01-1904  00:00:00.017875	6.120536E-1
01-01-1904  00:00:00.017900	6.171534E-1
01-01-1904  00:00:00.017925	6.082288E-1
01-01-1904  00:00:00.017950	6.184283E-1
01-01-1904  00:00:00.017975	6.133286E-1
01-01-1904  00:00:00.018000	6.184283E-1
01-01-1904  00:00:00.018025	6.095037E-1
01-01-1904  00:00:00.018050	6.158784E-1
01-01-1904  00:00:00.018075	6.095037E-1
01-01-1904  00:00:00.018100	6.158784E-1
01-01-1904  00:00:00.018125	6.133286E-1
01-01-1904  00:00:00.018150	6.184283E-1
01-01-1904  00:00:00.018175	6.235281E-1
01-01-1904  00:00:00.018200	6.018541E-1
01-01-1904  00:00:00.018225	6.184283E-1
01-01-1904  00:00:00.018250	6.095037E-1
01-01-1904  00:00:00.018275	6.222531E-1
01-01-1904  00:00:00.018300	6.158784E-1
01-01-1904  00:00:00.018325	6.158784E-1
01-01-1904  00:00:00.018350	6.158784E-1
01-01-1904  00:00:00.018375	6.120536E-1
01-01-1904  00:00:00.018400	6.107787E-1
01-01-1904  00:00:00.018425	6.184283E-1
01-01-1904  00:00:00.018450	6.184283E-1
01-01-1904  00:00:00.018475	6.146035E-1
01-01-1904  00:00:00.018500	6.158784E-1
01-01-1904  00:00:00.018525	6.107787E-1
01-01-1904  00:00:00.018550	6.209782E-1
01-01-1904  00:00:00.018575	6.107787E-1
01-01-1904  00:00:00.018600	6.235281E-1
01-01-1904  00:00:00.018625	6.120536E-1
01-01-1904  00:00:00.018650	6.171534E-1
01-01-1904  00:00:00.018675	6.107787E-1
01-01-1904  00:00:00.018700	6.133286E-1
01-01-1904  00:00:00.018725	6.260780E-1
01-01-1904  00:00:00.018750	6.107787E-1
01-01-1904  00:00:00.018775	6.248030E-1
01-01-1904  00:00:00.018800	6.082288E-1
01-01-1904  00:00:00.018825	6.171534E-1
01-01-1904  00:00:00.018850	6.120536E-1
01-01-1904  00:00:00.018875	6.184283E-1
01-01-1904  00:00:00.018900	6.248030E-1
01-01-1904  00:00:00.018925	6.107787E-1
01-01-1904  00:00:00.018950	6.222531E-1
01-01-1904  00:00:00.018975	6.069539E-1
01-01-1904  00:00:00.019000	6.184283E-1
01-01-1904  00:00:00.019025	6.120536E-1
01-01-1904  00:00:00.019050	6.209782E-1
01-01-1904  00:00:00.019075	6.260780E-1
01-01-1904  00:00:00.019100	6.056789E-1
01-01-1904  00:00:00.019125	6.184283E-1
01-01-1904  00:00:00.019150	6.107787E-1
01-01-1904  00:00:00.019175	6.197033E-1
01-01-1904  00:00:00.019200	6.158784E-1
01-01-1904  00:00:00.019225	6.197033E-1
01-01-1904  00:00:00.019250	6.158784E-1
01-01-1904  00:00:00.019275	6.158784E-1
01-01-1904  00:00:00.019300	6.184283E-1
01-01-1904  00:00:00.019325	6.095037E-1
01-01-1904  00:00:00.019350	6.222531E-1
01-01-1904  00:00:00.019375	6.146035E-1
01-01-1904  00:00:00.019400	6.197033E-1
01-01-1904  00:00:00.019425	6.120536E-1
01-01-1904  00:00:00.019450	6.171534E-1
01-01-1904  00:00:00.019475	6.133286E-1
01-01-1904  00:00:00.019500	6.171534E-1
01-01-1904  00:00:00.019525	6.133286E-1
01-01-1904  00:00:00.019550	6.158784E-1
01-01-1904  00:00:00.019575	6.146035E-1
01-01-1904  00:00:00.019600	6.133286E-1
01-01-1904  00:00:00.019625	6.158784E-1
01-01-1904  00:00:00.019650	6.146035E-1
01-01-1904  00:00:00.019675	6.197033E-1
01-01-1904  00:00:00.019700	6.197033E-1
01-01-1904  00:00:00.019725	6.056789E-1
01-01-1904  00:00:00.019750	6.184283E-1
01-01-1904  00:00:00.019775	6.107787E-1
01-01-1904  00:00:00.019800	6.184283E-1
01-01-1904  00:00:00.019825	6.158784E-1
01-01-1904  00:00:00.019850	6.209782E-1
01-01-1904  00:00:00.019875	6.120536E-1
01-01-1904  00:00:00.019900	6.158784E-1
01-01-1904  00:00:00.019925	6.082288E-1
01-01-1904  00:00:00.019950	6.209782E-1
01-01-1904  00:00:00.019975	6.158784E-1
01-01-1904  00:00:00.020000	6.209782E-1
01-01-1904  00:00:00.020025	6.146035E-1
01-01-1904  00:00:00.020050	6.133286E-1
01-01-1904  00:00:00.020075	6.235281E-1
01-01-1904  00:00:00.020100	6.069539E-1
01-01-1904  00:00:00.020125	6.248030E-1
01-01-1904  00:00:00.020150	6.158784E-1
01-01-1904  00:00:00.020175	6.197033E-1
01-01-1904  00:00:00.020200	6.082288E-1
01-01-1904  00:00:00.020225	6.171534E-1
01-01-1904  00:00:00.020250	6.158784E-1
01-01-1904  00:00:00.020275	6.146035E-1
01-01-1904  00:00:00.020300	6.184283E-1
01-01-1904  00:00:00.020325	6.146035E-1
01-01-1904  00:00:00.020350	6.171534E-1
01-01-1904  00:00:00.020375	6.107787E-1
01-01-1904  00:00:00.020400	6.171534E-1
01-01-1904  00:00:00.020425	6.184283E-1
01-01-1904  00:00:00.020450	6.273529E-1
01-01-1904  00:00:00.020475	6.082288E-1
01-01-1904  00:00:00.020500	6.222531E-1
01-01-1904  00:00:00.020525	6.069539E-1
01-01-1904  00:00:00.020550	6.171534E-1
01-01-1904  00:00:00.020575	6.158784E-1
01-01-1904  00:00:00.020600	6.197033E-1
01-01-1904  00:00:00.020625	6.248030E-1
01-01-1904  00:00:00.020650	6.069539E-1
01-01-1904  00:00:00.020675	6.171534E-1
01-01-1904  00:00:00.020700	6.082288E-1
01-01-1904  00:00:00.020725	6.235281E-1
01-01-1904  00:00:00.020750	6.158784E-1
01-01-1904  00:00:00.020775	6.171534E-1
01-01-1904  00:00:00.020800	6.146035E-1
01-01-1904  00:00:00.020825	6.158784E-1
01-01-1904  00:00:00.020850	6.056789E-1
01-01-1904  00:00:00.020875	6.222531E-1
01-01-1904  00:00:00.020900	6.146035E-1
01-01-1904  00:00:00.020925	6.171534E-1
01-01-1904  00:00:00.020950	6.158784E-1
01-01-1904  00:00:00.020975	6.120536E-1
01-01-1904  00:00:00.021000	6.133286E-1
01-01-1904  00:00:00.021025	6.197033E-1
01-01-1904  00:00:00.021050	6.107787E-1
01-01-1904  00:00:00.021075	6.184283E-1
01-01-1904  00:00:00.021100	6.120536E-1
01-01-1904  00:00:00.021125	6.146035E-1
01-01-1904  00:00:00.021150	6.120536E-1
01-01-1904  00:00:00.021175	6.158784E-1
01-01-1904  00:00:00.021200	6.146035E-1
01-01-1904  00:00:00.021225	6.107787E-1
01-01-1904  00:00:00.021250	6.146035E-1
01-01-1904  00:00:00.021275	6.107787E-1
01-01-1904  00:00:00.021300	6.133286E-1
01-01-1904  00:00:00.021325	6.146035E-1
01-01-1904  00:00:00.021350	6.171534E-1
01-01-1904  00:00:00.021375	6.171534E-1
01-01-1904  00:00:00.021400	6.197033E-1
01-01-1904  00:00:00.021425	6.056789E-1
01-01-1904  00:00:00.021450	6.171534E-1
01-01-1904  00:00:00.021475	6.133286E-1
01-01-1904  00:00:00.021500	6.184283E-1
01-01-1904  00:00:00.021525	6.158784E-1
01-01-1904  00:00:00.021550	6.171534E-1
01-01-1904  00:00:00.021575	6.209782E-1
01-01-1904  00:00:00.021600	6.044040E-1
01-01-1904  00:00:00.021625	6.209782E-1
01-01-1904  00:00:00.021650	6.095037E-1
01-01-1904  00:00:00.021675	6.222531E-1
01-01-1904  00:00:00.021700	6.158784E-1
01-01-1904  00:00:00.021725	6.184283E-1
01-01-1904  00:00:00.021750	6.120536E-1
01-01-1904  00:00:00.021775	6.235281E-1
01-01-1904  00:00:00.021800	6.056789E-1
01-01-1904  00:00:00.021825	6.248030E-1
01-01-1904  00:00:00.021850	6.133286E-1
01-01-1904  00:00:00.021875	6.197033E-1
01-01-1904  00:00:00.021900	6.082288E-1
01-01-1904  00:00:00.021925	6.171534E-1
01-01-1904  00:00:00.021950	6.158784E-1
01-01-1904  00:00:00.021975	6.133286E-1
01-01-1904  00:00:00.022000	6.171534E-1
01-01-1904  00:00:00.022025	6.133286E-1
01-01-1904  00:00:00.022050	6.171534E-1
01-01-1904  00:00:00.022075	6.107787E-1
01-01-1904  00:00:00.022100	6.184283E-1
01-01-1904  00:00:00.022125	6.146035E-1
01-01-1904  00:00:00.022150	6.286279E-1
01-01-1904  00:00:00.022175	6.056789E-1
01-01-1904  00:00:00.022200	6.222531E-1
01-01-1904  00:00:00.022225	6.107787E-1
01-01-1904  00:00:00.022250	6.197033E-1
01-01-1904  00:00:00.022275	6.158784E-1
01-01-1904  00:00:00.022300	6.209782E-1
01-01-1904  00:00:00.022325	6.146035E-1
01-01-1904  00:00:00.022350	6.158784E-1
01-01-1904  00:00:00.022375	6.056789E-1
01-01-1904  00:00:00.022400	6.184283E-1
01-01-1904  00:00:00.022425	6.120536E-1
01-01-1904  00:00:00.022450	6.197033E-1
01-01-1904  00:00:00.022475	6.184283E-1
01-01-1904  00:00:00.022500	6.158784E-1
01-01-1904  00:00:00.022525	6.197033E-1
01-01-1904  00:00:00.022550	6.082288E-1
01-01-1904  00:00:00.022575	6.197033E-1
01-01-1904  00:00:00.022600	6.158784E-1
01-01-1904  00:00:00.022625	6.235281E-1
01-01-1904  00:00:00.022650	6.095037E-1
01-01-1904  00:00:00.022675	6.158784E-1
01-01-1904  00:00:00.022700	6.146035E-1
01-01-1904  00:00:00.022725	6.171534E-1
01-01-1904  00:00:00.022750	6.158784E-1
01-01-1904  00:00:00.022775	6.184283E-1
01-01-1904  00:00:00.022800	6.146035E-1
01-01-1904  00:00:00.022825	6.171534E-1
01-01-1904  00:00:00.022850	6.107787E-1
01-01-1904  00:00:00.022875	6.171534E-1
01-01-1904  00:00:00.022900	6.171534E-1
01-01-1904  00:00:00.022925	6.209782E-1
01-01-1904  00:00:00.022950	6.146035E-1
01-01-1904  00:00:00.022975	6.171534E-1
01-01-1904  00:00:00.023000	6.107787E-1
01-01-1904  00:00:00.023025	6.171534E-1
01-01-1904  00:00:00.023050	6.158784E-1
01-01-1904  00:00:00.023075	6.209782E-1
01-01-1904  00:00:00.023100	6.133286E-1
01-01-1904  00:00:00.023125	6.171534E-1
01-01-1904  00:00:00.023150	6.146035E-1
01-01-1904  00:00:00.023175	6.184283E-1
01-01-1904  00:00:00.023200	6.082288E-1
01-01-1904  00:00:00.023225	6.235281E-1
01-01-1904  00:00:00.023250	6.158784E-1
01-01-1904  00:00:00.023275	6.171534E-1
01-01-1904  00:00:00.023300	6.082288E-1
01-01-1904  00:00:00.023325	6.184283E-1
01-01-1904  00:00:00.023350	6.146035E-1
01-01-1904  00:00:00.023375	6.158784E-1
01-01-1904  00:00:00.023400	6.158784E-1
01-01-1904  00:00:00.023425	6.171534E-1
01-01-1904  00:00:00.023450	6.133286E-1
01-01-1904  00:00:00.023475	6.146035E-1
01-01-1904  00:00:00.023500	6.171534E-1
01-01-1904  00:00:00.023525	6.171534E-1
01-01-1904  00:00:00.023550	6.260780E-1
01-01-1904  00:00:00.023575	6.082288E-1
01-01-1904  00:00:00.023600	6.209782E-1
01-01-1904  00:00:00.023625	6.069539E-1
01-01-1904  00:00:00.023650	6.197033E-1
01-01-1904  00:00:00.023675	6.146035E-1
01-01-1904  00:00:00.023700	6.222531E-1
01-01-1904  00:00:00.023725	6.146035E-1
01-01-1904  00:00:00.023750	6.248030E-1
01-01-1904  00:00:00.023775	6.031290E-1
01-01-1904  00:00:00.023800	6.197033E-1
01-01-1904  00:00:00.023825	6.095037E-1
01-01-1904  00:00:00.023850	6.235281E-1
01-01-1904  00:00:00.023875	6.146035E-1
01-01-1904  00:00:00.023900	6.171534E-1
01-01-1904  00:00:00.023925	6.158784E-1
01-01-1904  00:00:00.023950	6.056789E-1
01-01-1904  00:00:00.023975	6.209782E-1
01-01-1904  00:00:00.024000	6.146035E-1
01-01-1904  00:00:00.024025	6.235281E-1
01-01-1904  00:00:00.024050	6.133286E-1
01-01-1904  00:00:00.024075	6.146035E-1
01-01-1904  00:00:00.024100	6.120536E-1
01-01-1904  00:00:00.024125	6.248030E-1
01-01-1904  00:00:00.024150	6.082288E-1
01-01-1904  00:00:00.024175	6.235281E-1
01-01-1904  00:00:00.024200	6.107787E-1
01-01-1904  00:00:00.024225	6.171534E-1
01-01-1904  00:00:00.024250	6.082288E-1
01-01-1904  00:00:00.024275	6.184283E-1
01-01-1904  00:00:00.024300	6.158784E-1
01-01-1904  00:00:00.024325	6.158784E-1
01-01-1904  00:00:00.024350	6.184283E-1
01-01-1904  00:00:00.024375	6.146035E-1
01-01-1904  00:00:00.024400	6.146035E-1
01-01-1904  00:00:00.024425	6.146035E-1
01-01-1904  00:00:00.024450	6.171534E-1
01-01-1904  00:00:00.024475	6.171534E-1
01-01-1904  00:00:00.024500	6.209782E-1
01-01-1904  00:00:00.024525	6.209782E-1
01-01-1904  00:00:00.024550	6.056789E-1
01-01-1904  00:00:00.024575	6.222531E-1
01-01-1904  00:00:00.024600	6.107787E-1
01-01-1904  00:00:00.024625	6.235281E-1
01-01-1904  00:00:00.024650	6.146035E-1
01-01-1904  00:00:00.024675	6.184283E-1
01-01-1904  00:00:00.024700	6.158784E-1
01-01-1904  00:00:00.024725	6.197033E-1
01-01-1904  00:00:00.024750	6.082288E-1
01-01-1904  00:00:00.024775	6.222531E-1
01-01-1904  00:00:00.024800	6.146035E-1
01-01-1904  00:00:00.024825	6.171534E-1
01-01-1904  00:00:00.024850	6.146035E-1
01-01-1904  00:00:00.024875	6.133286E-1
01-01-1904  00:00:00.024900	6.184283E-1
01-01-1904  00:00:00.024925	6.133286E-1
01-01-1904  00:00:00.024950	6.209782E-1
01-01-1904  00:00:00.024975	6.146035E-1
01-01-1904  00:00:00.025000	6.158784E-1
01-01-1904  00:00:00.025025	6.133286E-1
01-01-1904  00:00:00.025050	6.120536E-1
01-01-1904  00:00:00.025075	6.197033E-1
01-01-1904  00:00:00.025100	6.209782E-1
01-01-1904  00:00:00.025125	6.095037E-1
01-01-1904  00:00:00.025150	6.184283E-1
01-01-1904  00:00:00.025175	6.107787E-1
01-01-1904  00:00:00.025200	6.146035E-1
01-01-1904  00:00:00.025225	6.158784E-1
01-01-1904  00:00:00.025250	6.158784E-1
01-01-1904  00:00:00.025275	6.260780E-1
01-01-1904  00:00:00.025300	6.069539E-1
01-01-1904  00:00:00.025325	6.197033E-1
01-01-1904  00:00:00.025350	6.082288E-1
01-01-1904  00:00:00.025375	6.197033E-1
01-01-1904  00:00:00.025400	6.158784E-1
01-01-1904  00:00:00.025425	6.209782E-1
01-01-1904  00:00:00.025450	6.235281E-1
01-01-1904  00:00:00.025475	6.082288E-1
01-01-1904  00:00:00.025500	6.209782E-1
01-01-1904  00:00:00.025525	6.082288E-1
01-01-1904  00:00:00.025550	6.222531E-1
01-01-1904  00:00:00.025575	6.158784E-1
01-01-1904  00:00:00.025600	6.171534E-1
01-01-1904  00:00:00.025625	6.248030E-1
01-01-1904  00:00:00.025650	6.044040E-1
01-01-1904  00:00:00.025675	6.197033E-1
01-01-1904  00:00:00.025700	6.120536E-1
01-01-1904  00:00:00.025725	6.209782E-1
01-01-1904  00:00:00.025750	6.146035E-1
01-01-1904  00:00:00.025775	6.171534E-1
01-01-1904  00:00:00.025800	6.197033E-1
01-01-1904  00:00:00.025825	6.044040E-1
01-01-1904  00:00:00.025850	6.235281E-1
01-01-1904  00:00:00.025875	6.107787E-1
01-01-1904  00:00:00.025900	6.209782E-1
01-01-1904  00:00:00.025925	6.133286E-1
01-01-1904  00:00:00.025950	6.158784E-1
01-01-1904  00:00:00.025975	6.184283E-1
01-01-1904  00:00:00.026000	6.069539E-1
01-01-1904  00:00:00.026025	6.209782E-1
01-01-1904  00:00:00.026050	6.133286E-1
01-01-1904  00:00:00.026075	6.209782E-1
01-01-1904  00:00:00.026100	6.107787E-1
01-01-1904  00:00:00.026125	6.146035E-1
01-01-1904  00:00:00.026150	6.158784E-1
01-01-1904  00:00:00.026175	6.222531E-1
01-01-1904  00:00:00.026200	6.107787E-1
01-01-1904  00:00:00.026225	6.209782E-1
01-01-1904  00:00:00.026250	6.107787E-1
01-01-1904  00:00:00.026275	6.158784E-1
01-01-1904  00:00:00.026300	6.095037E-1
01-01-1904  00:00:00.026325	6.184283E-1
01-01-1904  00:00:00.026350	6.235281E-1
01-01-1904  00:00:00.026375	6.069539E-1
01-01-1904  00:00:00.026400	6.235281E-1
01-01-1904  00:00:00.026425	6.082288E-1
01-01-1904  00:00:00.026450	6.158784E-1
01-01-1904  00:00:00.026475	6.133286E-1
01-01-1904  00:00:00.026500	6.184283E-1
01-01-1904  00:00:00.026525	6.235281E-1
01-01-1904  00:00:00.026550	6.095037E-1
01-01-1904  00:00:00.026575	6.158784E-1
01-01-1904  00:00:00.026600	6.107787E-1
01-01-1904  00:00:00.026625	6.197033E-1
01-01-1904  00:00:00.026650	6.133286E-1
01-01-1904  00:00:00.026675	6.222531E-1
01-01-1904  00:00:00.026700	6.171534E-1
01-01-1904  00:00:00.026725	6.184283E-1
01-01-1904  00:00:00.026750	6.044040E-1
01-01-1904  00:00:00.026775	6.209782E-1
01-01-1904  00:00:00.026800	6.107787E-1
01-01-1904  00:00:00.026825	6.209782E-1
01-01-1904  00:00:00.026850	6.171534E-1
01-01-1904  00:00:00.026875	6.158784E-1
01-01-1904  00:00:00.026900	6.120536E-1
01-01-1904  00:00:00.026925	6.171534E-1
01-01-1904  00:00:00.026950	6.069539E-1
01-01-1904  00:00:00.026975	6.222531E-1
01-01-1904  00:00:00.027000	6.158784E-1
01-01-1904  00:00:00.027025	6.171534E-1
01-01-1904  00:00:00.027050	6.146035E-1
01-01-1904  00:00:00.027075	6.158784E-1
01-01-1904  00:00:00.027100	6.260780E-1
01-01-1904  00:00:00.027125	6.095037E-1
01-01-1904  00:00:00.027150	6.248030E-1
01-01-1904  00:00:00.027175	6.107787E-1
01-01-1904  00:00:00.027200	6.209782E-1
01-01-1904  00:00:00.027225	6.107787E-1
01-01-1904  00:00:00.027250	6.184283E-1
01-01-1904  00:00:00.027275	6.146035E-1
01-01-1904  00:00:00.027300	6.260780E-1
01-01-1904  00:00:00.027325	6.069539E-1
01-01-1904  00:00:00.027350	6.222531E-1
01-01-1904  00:00:00.027375	6.082288E-1
